#Note:E; Temperature:25°C
#f[Hz] Re(Z/Zc) Im(Z/Zc)
1200 7.10095914e-1 9.32011547e-1
1202 7.45767153e-1 1.00299784e+0
1204 7.85454228e-1 1.07682588e+0
1206 8.29679649e-1 1.15368923e+0
1208 8.79054255e-1 1.23378086e+0
1210 9.34293958e-1 1.31728695e+0
1212 9.96239908e-1 1.40437784e+0
1214 1.06588272e+0 1.49519457e+0
1216 1.14439146e+0 1.58982959e+0
1218 1.23314793e+0 1.68829888e+0
1220 1.33378693e+0 1.79050210e+0
1222 1.44824213e+0 1.89616594e+0
1224 1.57879681e+0 2.00476371e+0
1226 1.72813630e+0 2.11540203e+0
1228 1.89939554e+0 2.22666200e+0
1230 2.09618884e+0 2.33637902e+0
1232 2.32259813e+0 2.44134210e+0
1234 2.58307865e+0 2.53689307e+0
1236 2.88221395e+0 2.61641323e+0
1238 3.22421466e+0 2.67070871e+0
1240 3.61201078e+0 2.68736375e+0
1242 4.04575597e+0 2.65024694e+0
1244 4.52059621e+0 2.53955215e+0
1246 5.02375946e+0 2.33301852e+0
1248 5.53153983e+0 2.00916934e+0
1250 6.00762768e+0 1.55318478e+0
1252 6.40510521e+0 9.64860164e-1
1254 6.67418928e+0 2.65871668e-1
1256 6.77518428e+0 -4.98423061e-1
1258 6.69169366e+0 -1.26642438e+0
1260 6.43675912e+0 -1.97550495e+0
1262 6.04799279e+0 -2.57776328e+0
1264 5.57483207e+0 -3.04864306e+0
1266 5.06517592e+0 -3.38612716e+0
1268 4.55687657e+0 -3.60384244e+0
1270 4.07512608e+0 -3.72295818e+0
1272 3.63382830e+0 -3.76597330e+0
1274 3.23856685e+0 -3.75316912e+0
1276 2.88958874e+0 -3.70119137e+0
1278 2.58413823e+0 -3.62291182e+0
1280 2.31804107e+0 -3.52788954e+0
1282 2.08667523e+0 -3.42301825e+0
1284 1.88551229e+0 -3.31315502e+0
1286 1.71038577e+0 -3.20165057e+0
1288 1.55759788e+0 -3.09076542e+0
1290 1.42393716e+0 -2.98198304e+0
1292 1.30665096e+0 -2.87623942e+0
1294 1.20339808e+0 -2.77408878e+0
1296 1.11219562e+0 -2.67582175e+0
1298 1.03136721e+0 -2.58154927e+0
1300 9.59495889e-1 -2.49126161e+0
1302 8.95382771e-1 -2.40486990e+0
1304 8.38011757e-1 -2.32223509e+0
1306 7.86519688e-1 -2.24318809e+0
1308 7.40171394e-1 -2.16754367e+0
1310 6.98338915e-1 -2.09510996e+0
1312 6.60484252e-1 -2.02569482e+0
1314 6.26145055e-1 -1.95911008e+0
1316 5.94922751e-1 -1.89517414e+0
1318 5.66472685e-1 -1.83371367e+0
1320 5.40495916e-1 -1.77456437e+0
1322 5.16732374e-1 -1.71757143e+0
1324 4.94955155e-1 -1.66258946e+0
