#Note:B; Temperature:25°C
#f[Hz] Re(Z/Zc) Im(Z/Zc)
1094 1.64138238e-1 -1.19899556e+0
1096 1.62488888e-1 -1.18165064e+0
1098 1.60961313e-1 -1.16445276e+0
1100 1.59546304e-1 -1.14739382e+0
1102 1.58236005e-1 -1.13046591e+0
1104 1.57023716e-1 -1.11366124e+0
1106 1.55903735e-1 -1.09697221e+0
1108 1.54871223e-1 -1.08039140e+0
1110 1.53922102e-1 -1.06391156e+0
1112 1.53052960e-1 -1.04752557e+0
1114 1.52260980e-1 -1.03122648e+0
1116 1.51543884e-1 -1.01500746e+0
1118 1.50899878e-1 -9.98861763e-1
1120 1.50327622e-1 -9.82782754e-1
1122 1.49826196e-1 -9.66763850e-1
1124 1.49395080e-1 -9.50798517e-1
1126 1.49034138e-1 -9.34880249e-1
1128 1.48743612e-1 -9.19002542e-1
1130 1.48524116e-1 -9.03158877e-1
1132 1.48376642e-1 -8.87342699e-1
1134 1.48302566e-1 -8.71547395e-1
1136 1.48303663e-1 -8.55766271e-1
1138 1.48382130e-1 -8.39992532e-1
1140 1.48540605e-1 -8.24219260e-1
1142 1.48782208e-1 -8.08439388e-1
1144 1.49110575e-1 -7.92645682e-1
1146 1.49529909e-1 -7.76830712e-1
1148 1.50045036e-1 -7.60986831e-1
1150 1.50661474e-1 -7.45106151e-1
1152 1.51385514e-1 -7.29180519e-1
1154 1.52224310e-1 -7.13201493e-1
1156 1.53185993e-1 -6.97160322e-1
1158 1.54279797e-1 -6.81047924e-1
1160 1.55516213e-1 -6.64854872e-1
1162 1.56907165e-1 -6.48571383e-1
1164 1.58466216e-1 -6.32187313e-1
1166 1.60208818e-1 -6.15692165e-1
1168 1.62152596e-1 -5.99075115e-1
1170 1.64317692e-1 -5.82325053e-1
1172 1.66727163e-1 -5.65430659e-1
1174 1.69407454e-1 -5.48380521e-1
1176 1.72388963e-1 -5.31163304e-1
1178 1.75706699e-1 -5.13768001e-1
1180 1.79401065e-1 -4.96184289e-1
1182 1.83518776e-1 -4.78403027e-1
1184 1.88113942e-1 -4.60416954e-1
1186 1.93249327e-1 -4.42221653e-1
1188 1.98997805e-1 -4.23816879e-1
1190 2.05444026e-1 -4.05208385e-1
1192 2.12686262e-1 -3.86410416e-1
1194 2.20838407e-1 -3.67449120e-1
1196 2.30031998e-1 -3.48367167e-1
1198 2.40418040e-1 -3.29230000e-1
1200 2.52168237e-1 -3.10134195e-1
1202 2.65474905e-1 -2.91218551e-1
1204 2.80548446e-1 -2.72678499e-1
1206 2.97610514e-1 -2.54784367e-1
