#Note:A; Temperature:25°C
#f[Hz] Re(Z/Zc) Im(Z/Zc)
1274 5.72924987e-1 1.11124859e+0
1276 5.74258324e-1 1.17135899e+0
1278 5.77619873e-1 1.23236727e+0
1280 5.82937171e-1 1.29437542e+0
1282 5.90163343e-1 1.35749472e+0
1284 5.99275158e-1 1.42184465e+0
1286 6.10271615e-1 1.48755234e+0
1288 6.23173033e-1 1.55475236e+0
1290 6.38020596e-1 1.62358672e+0
1292 6.54876350e-1 1.69420522e+0
1294 6.73823624e-1 1.76676587e+0
1296 6.94967901e-1 1.84143545e+0
1298 7.18438133e-1 1.91839021e+0
1300 7.44388544e-1 1.99781666e+0
1302 7.73000962e-1 2.07991241e+0
1304 8.04487734e-1 2.16488702e+0
1306 8.39095315e-1 2.25296293e+0
1308 8.77108622e-1 2.34437632e+0
1310 9.18856288e-1 2.43937791e+0
1312 9.64716970e-1 2.53823366e+0
1314 1.01512691e+0 2.64122520e+0
1316 1.07058899e+0 2.74864998e+0
1318 1.13168355e+0 2.86082081e+0
1320 1.19908138e+0 2.97806475e+0
1322 1.27355929e+0 3.10072081e+0
1324 1.35601870e+0 3.22913612e+0
1326 1.44750809e+0 3.36365988e+0
