#Note:F; Temperature:25°C
#f[Hz] Re(Z/Zc) Im(Z/Zc)
692 1.28275372e-1 -9.27101994e-1
694 1.27698831e-1 -9.04711392e-1
696 1.27175451e-1 -8.82398382e-1
698 1.26704908e-1 -8.60153005e-1
700 1.26286979e-1 -8.37965370e-1
702 1.25921541e-1 -8.15825634e-1
704 1.25608571e-1 -7.93723980e-1
706 1.25348148e-1 -7.71650604e-1
708 1.25140452e-1 -7.49595689e-1
710 1.24985769e-1 -7.27549392e-1
712 1.24884489e-1 -7.05501822e-1
714 1.24837112e-1 -6.83443021e-1
716 1.24844246e-1 -6.61362942e-1
718 1.24906617e-1 -6.39251432e-1
720 1.25025068e-1 -6.17098207e-1
722 1.25200567e-1 -5.94892835e-1
724 1.25434209e-1 -5.72624709e-1
726 1.25727225e-1 -5.50283025e-1
728 1.26080985e-1 -5.27856757e-1
730 1.26497012e-1 -5.05334636e-1
732 1.26976981e-1 -4.82705114e-1
734 1.27522736e-1 -4.59956345e-1
736 1.28136297e-1 -4.37076150e-1
738 1.28819872e-1 -4.14051985e-1
740 1.29575869e-1 -3.90870911e-1
742 1.30406910e-1 -3.67519555e-1
744 1.31315846e-1 -3.43984075e-1
746 1.32305775e-1 -3.20250115e-1
748 1.33380061e-1 -2.96302767e-1
750 1.34542354e-1 -2.72126519e-1
752 1.35796610e-1 -2.47705208e-1
754 1.37147124e-1 -2.23021967e-1
756 1.38598551e-1 -1.98059162e-1
758 1.40155940e-1 -1.72798335e-1
760 1.41824770e-1 -1.47220128e-1
762 1.43610988e-1 -1.21304219e-1
764 1.45521052e-1 -9.50292326e-2
766 1.47561976e-1 -6.83726566e-2
768 1.49741392e-1 -4.13107464e-2
770 1.52067599e-1 -1.38184204e-2
772 1.54549640e-1 1.41308539e-2
774 1.57197373e-1 4.25651844e-2
776 1.60021554e-1 7.15143913e-2
778 1.63033937e-1 1.01010157e-1
780 1.66247379e-1 1.31086193e-1
782 1.69675960e-1 1.61778419e-1
784 1.73335125e-1 1.93125167e-1
786 1.77241835e-1 2.25167401e-1
788 1.81414751e-1 2.57948967e-1
790 1.85874428e-1 2.91516861e-1
792 1.90643553e-1 3.25921538e-1
794 1.95747207e-1 3.61217246e-1
796 2.01213168e-1 3.97462401e-1
798 2.07072263e-1 4.34720014e-1
800 2.13358767e-1 4.73058155e-1
802 2.20110874e-1 5.12550482e-1
804 2.27371236e-1 5.53276835e-1
806 2.35187596e-1 5.95323896e-1
808 2.43613520e-1 6.38785943e-1
810 2.52709267e-1 6.83765696e-1
812 2.62542796e-1 7.30375265e-1
814 2.73190968e-1 7.78737239e-1
816 2.84740964e-1 8.28985906e-1
818 2.97291969e-1 8.81268647e-1
820 3.10957186e-1 9.35747511e-1
822 3.25866247e-1 9.92601015e-1
824 3.42168121e-1 1.05202619e+0
